id_election,insee,position,Code INSEE,Code Postal,Nuance_interco,annee,dep_x,dep_y,dept,election,president_nom,president_prenom,tour,Nom,prenom,Nuance,voix_pct_
2014_muni_t1,01273,1,01273,01160,LDVG,2014,01,01,01,2014_muni,dupuis,Thierry,t1,DUPUIS,Thierry,LDVG,63.20630749014454
2014_muni_t1,01273,2,01273,01160,LDVG,2014,01,01,01,2014_muni,dupuis,Thierry,t1,GOULETTE,Gérard,LDIV,36.793692509855454
2014_muni_t1,01275,1,01275,01700,LDVG,2014,01,01,01,2014_muni,protiere,Pascal,t1,GADIOLET,André,LDIV,57.54141238012206
2014_muni_t1,01275,2,01275,01700,LDVG,2014,01,01,01,2014_muni,protiere,Pascal,t1,DUBOST,Anne-Christine,LDVD,42.45858761987794
2014_muni_t1,01276,1,01276,01120,LDVD,2014,01,01,01,2014_muni,guillot vignot,Philippe,t1,BATTISTA,Patrick,LDVD,58.64661654135338
2014_muni_t1,01276,2,01276,01120,LDVD,2014,01,01,01,2014_muni,guillot vignot,Philippe,t1,DAMIRON,Michel,LDVD,41.35338345864661
2014_muni_t1,01281,1,01281,01210,LDVD,2014,01,01,01,2014_muni,bouvier,Christophe,t1,OBEZ,Jean-François,LDVD,51.82232346241457
2014_muni_t1,01281,2,01281,01210,LDVD,2014,01,01,01,2014_muni,bouvier,Christophe,t1,MERCIER,Jacques,LDVG,48.17767653758543
2014_muni_t1,01283,1,01283,01100,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,PERRAUD,Michel,LDVD,53.403234405544694
2014_muni_t1,01283,2,01283,01100,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,FERRI,Mylène,LDVG,17.398258397014395
2014_muni_t1,01285,1,01285,01600,LDVD,2014,01,01,01,2014_muni,grison,Bernard,t1,LAUTIER,Vincent,LDIV,50.4725897920605
2014_muni_t1,01285,2,01285,01600,LDVD,2014,01,01,01,2014_muni,grison,Bernard,t1,CHALANDON,Xavier,LDVD,49.52741020793951
2014_muni_t1,01288,1,01288,01630,LDVD,2014,01,01,01,2014_muni,bouvier,Christophe,t1,ARMAND,Christian,LDVG,66.35514018691589
2014_muni_t1,01288,2,01288,01630,LDVD,2014,01,01,01,2014_muni,bouvier,Christophe,t1,BLANC,Alain,LDVD,33.64485981308411
2014_muni_t1,01289,1,01289,01960,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,CHANEL,Christian,LDVD,64.60531102218988
2014_muni_t1,01289,2,01289,01960,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,FAYARD,Pascal,LDVG,35.39468897781011
2014_muni_t1,01301,1,01301,01310,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,BERNARD,Christian,LDVD,55.83524027459954
2014_muni_t1,01301,2,01301,01310,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,BIENVENU,Bernard,LDVD,44.16475972540046
2014_muni_t1,01304,1,01304,01160,LDVG,2014,01,01,01,2014_muni,dupuis,Thierry,t1,GUICHARD,Gérard,LDIV,65.48582995951418
2014_muni_t1,01304,2,01304,01160,LDVG,2014,01,01,01,2014_muni,dupuis,Thierry,t1,DILAS,Richard,LDIV,34.51417004048583
2014_muni_t1,01305,1,01305,01190,LDVD,2014,01,01,01,2014_muni,billoudet,GUY,t1,COILLARD,Philippe,LUMP,51.43540669856459
2014_muni_t1,01305,2,01305,01190,LDVD,2014,01,01,01,2014_muni,billoudet,GUY,t1,PATRIARCA,Cécile,LDIV,48.5645933014354
2014_muni_t1,01306,1,01306,01290,UG,2014,01,01,01,2014_muni,greffet,CHRISTOPHE,t1,MOUTOT,Jean Paul,LDVD,100.0
